WigleWifi-1.4,appRelease=2.26,model=SM-G900F,release=6.0.1,device=klte,display=MMB29M.G900FXXU1CPI8,board=MSM8974,brand=samsung,,,
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
10:5a:f7:0f:0a:31,Asafy_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,1,-71,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:0f:4d:99,leumi_fl13,[ESS][BLE],13/11/2017 20:35,1,-82,32.06150846,34.77273274,52,3,WIFI
9e:15:54:ab:4b:4b,Test-ical,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,44,-82,32.06150846,34.77273274,52,3,WIFI
10:5a:f7:0f:0a:32,Asafy_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,52,-83,32.06150846,34.77273274,52,3,WIFI
0c:f4:d5:39:6d:fc,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,48,-88,32.06150846,34.77273274,52,3,WIFI
14:ae:db:c7:75:f5,Shoshi,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,1,-87,32.06150846,34.77273274,52,3,WIFI
10:be:f5:43:7b:70,sundaybrunch-1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,11,-88,32.06150846,34.77273274,52,3,WIFI
24:79:2a:0e:30:cc,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,44,-92,32.06150846,34.77273274,52,3,WIFI
04:da:d2:2e:5a:60,dis-fl17,[ESS][BLE],13/11/2017 20:35,6,-76,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:8f:57:6c,leumi_fl11,[ESS][BLE],13/11/2017 20:35,36,-85,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:cf:61:e8,leumi_fl12,[ESS][BLE],13/11/2017 20:35,3,-84,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:0f:4d:9d,leumi_fl13,[ESS][BLE],13/11/2017 20:35,36,-88,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:cf:61:ec,leumi_fl12,[ESS][BLE],13/11/2017 20:35,58,-91,32.06150846,34.77273274,52,3,WIFI
6a:be:f5:43:7b:73,,[ESS][BLE],13/11/2017 20:35,11,-85,32.06150846,34.77273274,52,3,WIFI
f0:3e:90:0f:50:5c,leumi_fl_10,[ESS][BLE],13/11/2017 20:35,36,-92,32.06150846,34.77273274,52,3,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:35,1,-56,32.06149682,34.7727434,50,3,WIFI
d4:d1:84:fe:0b:41,ayelet,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,11,-86,32.06149682,34.7727434,50,3,WIFI
14:ae:db:3e:cc:7a,Gabby,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,8,-87,32.06149682,34.7727434,50,3,WIFI
14:ae:db:4d:39:1d,Maya,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 20:35,6,-88,32.06149682,34.7727434,50,3,WIFI
54:e6:fc:aa:ab:49,EMB BRA TLV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 20:35,2,-88,32.06149682,34.7727434,50,3,WIFI
f0:3e:90:4f:56:3c,leumi_fl10,[ESS][BLE],13/11/2017 20:35,44,-90,32.06149682,34.7727434,50,3,WIFI
f0:3e:90:0f:50:58,leumi_fl_10,[ESS][BLE],13/11/2017 20:35,4,-88,32.06149682,34.7727434,50,3,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,4,-76,32.06147854,34.77274608,51,3,WIFI
f0:5c:19:8b:51:35,zoom-wifi,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,36,-91,32.06147854,34.77274608,51,3,WIFI
a0:4f:d4:3b:9b:01,harman,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,1,-88,32.06147854,34.77274608,51,3,WIFI
c2:6c:ac:37:bb:1d,WiFi_Workers,[ESS],13/11/2017 20:35,1,-88,32.06147854,34.77274608,51,3,WIFI
f0:3e:90:4f:56:a8,leumi_fl10,[ESS][BLE],13/11/2017 20:35,9,-90,32.06147854,34.77274608,51,3,WIFI
a0:04:60:7c:a2:88,NETGEAR94,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 20:35,6,-89,32.0614744,34.77274962,50,3,WIFI
f0:5c:19:8b:51:32,Pan,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,36,-92,32.0614744,34.77274962,50,3,WIFI
24:79:2a:0e:0b:1c,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:35,48,-93,32.0614744,34.77274962,50,3,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],13/11/2017 20:35,2,-88,32.06146029,34.77275308,49,3,WIFI
b2:6c:ac:2c:4c:97,WiFi_VIP,[WPA-PSK-TKIP][WPA2-PSK-TKIP-preauth][ESS],13/11/2017 20:35,1,-88,32.06146029,34.77275308,49,3,WIFI
08:6a:0a:6a:00:2a,alteralter,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:35,11,-86,32.06145172,34.77275262,49,3,WIFI
9a:15:54:ab:4b:4b,Ninja31,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,44,-80,32.06146917,34.77274852,51,3,WIFI
86:15:54:ab:4b:4b,FB-Guests,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:36,44,-80,32.06146917,34.77274852,51,3,WIFI
24:79:2a:0e:0b:1c,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,48,-86,32.06146917,34.77274852,51,3,WIFI
fc:d7:33:9a:ef:e3,TP-LINK_5G_EFE1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 20:36,149,-89,32.06146917,34.77274852,51,3,WIFI
f0:5c:19:8b:51:23,,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-89,32.06146917,34.77274852,51,3,WIFI
86:2a:a8:b5:bf:52,wblaw,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,1,-89,32.06146917,34.77274852,51,3,WIFI
0c:f4:d5:39:73:8c,Discount Bank,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,48,-92,32.06146917,34.77274852,51,3,WIFI
90:6c:ac:37:bb:1d,,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],13/11/2017 20:36,1,-90,32.06146917,34.77274852,51,3,WIFI
f0:3e:90:8f:68:8e,leumi_fl7,[ESS][BLE],13/11/2017 20:36,58,-91,32.06146917,34.77274852,51,3,WIFI
f0:3e:90:8f:67:9e,leumi_fl7,[ESS][BLE],13/11/2017 20:36,36,-91,32.06146917,34.77274852,51,3,WIFI
f0:3e:90:8f:57:68,leumi_fl11,[ESS][BLE],13/11/2017 20:36,11,-87,32.06146917,34.77274852,51,3,WIFI
b4:ee:b4:a9:2a:56,Dim Sum Station,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:36,1,-80,32.0614734,34.77273067,51,3,WIFI
68:bc:0c:cb:99:3a,,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP][ESS][BLE],13/11/2017 20:36,58,-89,32.0614734,34.77273067,51,3,WIFI
74:da:da:0b:56:6f,shairockon,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,5,-76,32.06148074,34.772728,51,3,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,4,-68,32.06148074,34.772728,51,3,WIFI
ac:f1:df:9e:36:09,pro4tech,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,6,-85,32.06148074,34.772728,51,3,WIFI
c8:b3:73:44:07:4d,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:36,11,-86,32.06148074,34.772728,51,3,WIFI
f0:3e:90:cf:59:28,leumi_fl12,[ESS][BLE],13/11/2017 20:36,13,-89,32.06148074,34.772728,51,3,WIFI
f0:3e:90:0f:57:28,leumi_fl_9,[ESS][BLE],13/11/2017 20:36,11,-91,32.06148074,34.772728,51,3,WIFI
d8:fe:e3:03:85:49,Hamlet,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-87,32.06148539,34.77272652,52,4,WIFI
f0:5c:19:8b:51:21,corp-wifi,[WPA2-EAP-CCMP][ESS],13/11/2017 20:36,11,-89,32.06148539,34.77272652,52,4,WIFI
f0:5c:19:8b:51:22,Pan,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-90,32.06148539,34.77272652,52,4,WIFI
f8:e7:1e:9d:24:67,,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,153,-78,32.06148708,34.7727277,52,4,WIFI
42:b8:9a:26:bb:ed,DIRECT-ed-HP M452 LaserJet,[WPA2-PSK-CCMP][WPS][ESS][P2P],13/11/2017 20:36,6,-87,32.06148708,34.7727277,52,4,WIFI
4a:d9:e7:2f:3e:10,wblaw,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-91,32.06148708,34.7727277,52,4,WIFI
d4:68:4d:33:b4:d8,tfsbiz ,[ESS][BLE],13/11/2017 20:36,13,-89,32.06148708,34.7727277,52,4,WIFI
f0:3e:90:4f:56:38,leumi_fl10,[ESS][BLE],13/11/2017 20:36,3,-91,32.06148708,34.7727277,52,4,WIFI
f0:3e:90:0f:5f:a8,leumi_fl_12,[ESS][BLE],13/11/2017 20:36,4,-92,32.06148708,34.7727277,52,4,WIFI
fc:d7:33:9a:ef:e1,TP-LINK_EFE1,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 20:36,6,-91,32.06148437,34.77272896,52,4,WIFI
f0:3e:90:0f:65:5c,leumi_fl_11,[ESS][BLE],13/11/2017 20:36,44,-91,32.06148437,34.77272896,52,4,WIFI
10:5a:f7:0f:0a:32,Asafy_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,52,-74,32.06148482,34.77273999,52,4,WIFI
14:ae:db:31:86:bd,sinergia_5,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,48,-83,32.06148482,34.77273999,52,4,WIFI
c0:ac:54:f5:86:13,HOTBOX-42C8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:36,11,-88,32.06148482,34.77273999,52,4,WIFI
70:62:b8:33:1f:34,MOMBASA,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,11,-91,32.06148482,34.77273999,52,4,WIFI
10:5a:f7:0f:0a:31,Asafy_2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,1,-63,32.06148737,34.77274065,53,4,WIFI
a0:4f:d4:3b:ef:51,Shmuel,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,1,-85,32.06148737,34.77274065,53,4,WIFI
7c:03:4c:ba:8b:e3,HOTBOX-EF5A,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:36,1,-85,32.06148737,34.77274065,53,4,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:36,1,-51,32.06147435,34.77270929,51,3,WIFI
10:5a:f7:0a:24:16,levit_5,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:36,36,-82,32.06147435,34.77270929,51,3,WIFI
d8:fe:e3:03:85:49,Hamlet,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-81,32.06147435,34.77270929,51,3,WIFI
f0:5c:19:8b:51:33,,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,36,-86,32.06147435,34.77270929,51,3,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,2,-83,32.06147435,34.77270929,51,3,WIFI
f0:5c:19:8b:51:34,DSZI,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,36,-87,32.06147435,34.77270929,51,3,WIFI
f0:5c:19:8b:51:31,corp-wifi,[WPA2-EAP-CCMP][ESS],13/11/2017 20:36,36,-87,32.06147435,34.77270929,51,3,WIFI
f0:5c:19:8b:51:32,Pan,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,36,-87,32.06147435,34.77270929,51,3,WIFI
14:ae:db:ba:ec:bd,John_Snow,[WPA2-PSK-CCMP][ESS],13/11/2017 20:36,11,-86,32.06147435,34.77270929,51,3,WIFI
f0:3e:90:0f:60:bb,leumi_fl9,[ESS][BLE],13/11/2017 20:36,13,-83,32.06147435,34.77270929,51,3,WIFI
f0:5c:19:8b:51:30,guest-wifi,[ESS],13/11/2017 20:36,36,-87,32.06147435,34.77270929,51,3,WIFI
f0:3e:90:8f:68:8a,leumi_fl7,[ESS][BLE],13/11/2017 20:36,11,-86,32.06147435,34.77270929,51,3,WIFI
8c:dc:d4:98:c6:92,Roomer,[WPA2-PSK-CCMP][ESS],13/11/2017 20:37,13,-85,32.0619712,34.772527,0,50,WIFI
9c:3d:cf:e7:fa:cf,HOTBOX-BAC4_EXT,[WPA2-PSK-CCMP][WPS][ESS][BLE],13/11/2017 20:37,1,-86,32.0619712,34.772527,0,50,WIFI
c4:e9:84:62:c8:1c,ACRI4,[WPA2-PSK-CCMP][WPS][ESS],13/11/2017 20:37,7,-87,32.0619712,34.772527,0,50,WIFI
8c:dc:d4:98:c6:93,Vision,[WPA2-PSK-CCMP][ESS],13/11/2017 20:37,13,-91,32.0619712,34.772527,0,50,WIFI
42501_17141_9699842,012 Mobile,UNKNOWN;il,13/11/2017 20:37,0,-113,32.0619712,34.772527,0,50,GSM
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,1,-87,32.05228262,34.77608166,0,57.72112656,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-83,32.05228262,34.77608166,0,57.72112656,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-79,32.05228262,34.77608166,0,57.72112656,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-88,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-90,32.05228262,34.77608166,0,57.72112656,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-84,32.05228262,34.77608166,0,57.72112656,WIFI
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],01/01/1970 02:00,6,-78,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-90,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-67,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-84,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,13,-91,32.05228262,34.77608166,0,57.72112656,WIFI
7c:b7:33:ea:a4:2e,HOTFiber-5275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],01/01/1970 02:00,1,-91,32.05228262,34.77608166,0,57.72112656,WIFI
14:ae:db:bd:f2:0d,smile_5,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,48,-92,32.05228262,34.77608166,0,57.72112656,WIFI
8c:0c:90:0e:a8:c8,Lily&Bloom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],01/01/1970 02:00,9,-91,32.05228262,34.77608166,0,57.72112656,WIFI
f0:3e:90:4e:f7:78,Gornitzky_Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,11,-89,32.05228262,34.77608166,0,57.72112656,WIFI
c4:12:f5:fa:66:1c,Moje,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,11,-89,32.05228262,34.77608166,0,57.72112656,WIFI
a0:ab:1b:63:ef:96,Eyal,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,8,-85,32.05228262,34.77608166,0,57.72112656,WIFI
c4:e9:84:d0:33:93,Batman_2.4,[WPA2-PSK-CCMP][WPS][ESS],01/01/1970 02:00,6,-85,32.05228262,34.77608166,0,57.72112656,WIFI
74:3e:2b:4d:03:18,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,6,-86,32.05228262,34.77608166,0,57.72112656,WIFI
74:3e:2b:0d:03:18,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,6,-87,32.05228262,34.77608166,0,57.72112656,WIFI
6a:12:f5:fa:66:1d,BezeqFree,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,11,-88,32.05228262,34.77608166,0,57.72112656,WIFI
7c:b7:33:c0:8c:6a,morph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],01/01/1970 02:00,13,-91,32.05228262,34.77608166,0,57.72112656,WIFI
f0:3e:90:0f:50:58,leumi_fl_10,[ESS][BLE],01/01/1970 02:00,4,-90,32.05228262,34.77608166,0,57.72112656,WIFI
a2:6c:ac:37:ba:b1,WiFi_Guests,[WPA2-PSK-CCMP-preauth][ESS],01/01/1970 02:00,1,-88,32.05228262,34.77608166,0,57.72112656,WIFI
90:6c:ac:37:ba:b1,,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],01/01/1970 02:00,1,-89,32.05228262,34.77608166,0,57.72112656,WIFI
c2:6c:ac:37:ba:b1,WiFi_Workers,[ESS],01/01/1970 02:00,1,-89,32.05228262,34.77608166,0,57.72112656,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,1,-74,32.06122593,34.77280044,0,57.72112656,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-67,32.06122593,34.77280044,0,57.72112656,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-78,32.06122593,34.77280044,0,57.72112656,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-86,32.06122593,34.77280044,0,57.72112656,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-87,32.06122593,34.77280044,0,57.72112656,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-68,32.06122593,34.77280044,0,57.72112656,WIFI
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],01/01/1970 02:00,6,-82,32.06122593,34.77280044,0,57.72112656,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-78,32.06122593,34.77280044,0,57.72112656,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-63,32.06122593,34.77280044,0,57.72112656,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,13,-81,32.06122593,34.77280044,0,57.72112656,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],01/01/1970 02:00,1,-80,32.06147435,34.77270929,0,57.72112656,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-76,32.06147435,34.77270929,0,57.72112656,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-89,32.06147435,34.77270929,0,57.72112656,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-88,32.06147435,34.77270929,0,57.72112656,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-86,32.06147435,34.77270929,0,57.72112656,WIFI
f8:e7:1e:5d:24:68,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,4,-76,32.06147435,34.77270929,0,57.72112656,WIFI
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],01/01/1970 02:00,6,-78,32.06147435,34.77270929,0,57.72112656,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-91,32.06147435,34.77270929,0,57.72112656,WIFI
14:ae:db:b1:19:9d,C,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,11,-62,32.06147435,34.77270929,0,57.72112656,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,13,-92,32.06147435,34.77270929,0,57.72112656,WIFI
7c:b7:33:ea:a4:2e,HOTFiber-5275,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],01/01/1970 02:00,1,-79,32.06147435,34.77270929,0,57.72112656,WIFI
74:3e:2b:0d:03:18,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,6,-81,32.06147435,34.77270929,0,57.72112656,WIFI
74:3e:2b:4d:03:18,TECHCODE-Guest,[WPA2-PSK-CCMP][ESS][BLE],01/01/1970 02:00,6,-81,32.06147435,34.77270929,0,57.72112656,WIFI
8c:0c:90:0e:a8:c8,Lily&Bloom,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],01/01/1970 02:00,9,-89,32.06147435,34.77270929,0,57.72112656,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],01/01/1970 02:00,2,-91,32.06147435,34.77270929,0,57.72112656,WIFI
90:6c:ac:37:ba:b1,,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],13/11/2017 20:37,1,-88,32.06149007,34.77269769,54,7,WIFI
a2:6c:ac:37:ba:b1,WiFi_Guests,[WPA2-PSK-CCMP-preauth][ESS],13/11/2017 20:37,1,-91,32.06149007,34.77269769,54,7,WIFI
c2:6c:ac:37:ba:b1,WiFi_Workers,[ESS],13/11/2017 20:38,1,-90,32.06149228,34.77269958,54,4,WIFI
06:ae:db:39:f1:9d,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,11,-80,32.06150499,34.77272024,55,3,WIFI
14:ae:db:39:f1:9d,2.4-Lionk,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,11,-81,32.06150499,34.77272024,55,3,WIFI
c2:6c:ac:37:ba:b1,WiFi_Workers,[ESS],13/11/2017 20:38,1,-84,32.06150499,34.77272024,55,3,WIFI
14:ae:db:b3:77:35,shany,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,13,-83,32.06150499,34.77272024,55,3,WIFI
14:ae:db:47:a9:05,Suibian,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,2,-86,32.06150499,34.77272024,55,3,WIFI
e8:94:f6:87:72:22,HEYMANN,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:38,5,-91,32.06150499,34.77272024,55,3,WIFI
7c:b7:33:c0:8c:6a,morph,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],13/11/2017 20:38,13,-93,32.06150499,34.77272024,55,3,WIFI
f0:3e:90:0f:57:28,leumi_fl_9,[ESS][BLE],13/11/2017 20:38,11,-86,32.06150499,34.77272024,55,3,WIFI
c2:6c:ac:2c:4c:97,WiFi_Workers,[ESS],13/11/2017 20:38,1,-88,32.06150499,34.77272024,55,3,WIFI
f0:3e:90:0f:50:58,leumi_fl_10,[ESS][BLE],13/11/2017 20:38,4,-89,32.06150499,34.77272024,55,3,WIFI
c0:ac:54:f8:87:b6,HOTBOX-4812,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],13/11/2017 20:38,1,-61,32.0615057,34.77270399,53,3,WIFI
60:e3:27:d9:e8:32,Roomer-DEV,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],13/11/2017 20:38,6,-70,32.0615057,34.77270399,53,3,WIFI
14:af:db:31:86:ba,BezeqFree,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,2,-77,32.0615057,34.77270399,53,3,WIFI
14:ae:db:31:86:ba,sinergia,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,2,-78,32.0615057,34.77270399,53,3,WIFI
f0:3e:90:0f:50:58,leumi_fl_10,[ESS][BLE],13/11/2017 20:38,4,-84,32.0615057,34.77270399,53,3,WIFI
c4:12:f5:fb:6f:26,Bamba1,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:38,4,-80,32.0615057,34.77270399,53,3,WIFI
f0:3e:90:0f:5c:d8,leumi_fl_13,[ESS][BLE],13/11/2017 20:38,1,-84,32.0615057,34.77270399,53,3,WIFI
f0:3e:90:4e:cb:4a,leumi_fl6,[ESS][BLE],13/11/2017 20:38,1,-88,32.0615057,34.77270399,53,3,WIFI
f8:e7:1e:1d:24:68,TECHCODE,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:38,4,-71,32.06150633,34.77269909,53,3,WIFI
14:ae:db:31:fb:ba,moran1,[WPA2-PSK-CCMP][ESS],13/11/2017 20:38,5,-77,32.06150633,34.77269909,53,3,WIFI
10:be:f5:37:44:9a,Julia,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:38,9,-89,32.06150633,34.77269909,53,3,WIFI
f8:e9:03:11:33:50,pollyanna2.4,[WPA2-PSK-CCMP][ESS][BLE],13/11/2017 20:38,1,-90,32.06150633,34.77269909,53,3,WIFI
f0:3e:90:0f:6a:c8,leumi_fl_13,[ESS][BLE],13/11/2017 20:38,8,-87,32.06150633,34.77269909,53,3,WIFI
f0:3e:90:8f:67:9a,leumi_fl7,[ESS][BLE],13/11/2017 20:38,6,-87,32.06150633,34.77269909,53,3,WIFI
00:12:2a:d2:fe:f8,yanai office,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],13/11/2017 20:38,13,-81,32.06150874,34.77267113,54,4,WIFI
f0:3e:90:4f:56:38,leumi_fl10,[ESS][BLE],13/11/2017 20:38,3,-85,32.06150874,34.77267113,54,4,WIFI
